E(X) LP,E(Y) LP,E(Z) LP,E(X) HP,E(Y) HP,E(Z) HP,Var HP X,Var HP Y,Var HP Z,MinMax X,MinMax Y,MinMax Z
-372,-46,1955,-6,-4,4,27,24,29,-15,-14,-11
-374,-46,1952,-4,-5,7,21,24,26,-13,-15,-3
-373,-46,1954,-4,-3,5,36,30,24,-17,-18,-7
-374,-43,1953,-4,-7,6,21,30,21,-14,-17,-6
-374,-44,1955,-5,-5,3,34,45,28,-25,-20,-17
-378,-32,1953,-2,-7,5,34,40,19,-16,-22,-2
-374,-32,1953,-7,-5,5,17,22,32,-16,-15,-8
-376,-33,1955,-4,-3,4,22,22,33,-15,-16,-8
-376,-28,1955,-4,-6,4,14,35,16,-12,-18,-3
-375,-31,1953,-6,-3,6,24,49,24,-20,-20,-6
-372,-34,1952,-8,-4,6,22,23,37,-16,-20,-4
-375,-31,1954,-5,-5,4,30,58,33,-20,-22,-4
-374,-28,1953,-5,-10,6,36,76,25,-17,-33,-5
-374,-35,1953,-6,-4,5,47,93,31,-26,-23,-4
-374,-32,1955,-5,-5,4,40,41,23,-21,-20,-4
-374,-36,1953,-5,-8,5,35,32,32,-17,-17,-3
-374,-41,1954,-4,-4,6,21,24,23,-17,-13,-2
-373,-37,1954,-5,-5,4,21,27,24,-13,-16,-5
-371,-39,1954,-8,-5,5,21,17,18,-17,-16,-3
-373,-43,1954,-4,-7,5,26,35,32,-20,-21,-6
-373,-39,1955,-4,-8,4,28,42,36,-13,-22,-11
-372,-43,1955,-5,-4,5,18,31,27,-17,-17,-4
-367,-43,1951,-11,-3,7,25,58,26,-22,-21,-3
-372,-38,1955,-6,-5,4,23,54,38,-15,-23,-11
-373,-35,1953,-6,-7,5,24,39,22,-18,-25,-4
-372,-35,1953,-7,-6,5,59,51,52,-27,-23,-12
-374,-32,1953,-5,-5,6,24,27,18,-15,-22,-2
-374,-37,1955,-6,-1,4,17,44,19,-16,-15,-4
-375,-32,1954,-4,-7,5,52,59,26,-17,-23,-6
-375,-37,1954,-3,-5,4,23,33,30,-16,-19,-6
-373,-40,1953,-3,-6,6,24,35,19,-13,-17,-4
-371,-40,1954,-6,-6,5,44,66,31,-27,-27,-9
-376,-28,1952,0,-19,7,111,113,28,-15,-35,-2
-371,-49,1955,-5,-5,3,30,21,22,-18,-23,-6
-372,-46,1954,-5,-2,4,35,40,25,-19,-12,-6
-370,-34,1952,-8,-8,7,49,51,20,-21,-24,1
-373,-39,1954,-6,-3,4,35,53,31,-18,-18,-8
-373,-34,1954,-4,-11,5,21,48,38,-12,-23,-8
-370,-36,1955,-7,-9,4,50,86,41,-26,-29,-11
-373,-42,1955,-4,-7,4,19,35,30,-14,-18,-6
-371,-42,1952,-6,-5,7,38,57,34,-28,-30,-4
-374,-45,1956,-3,-2,2,39,39,49,-13,-15,-17
-372,-43,1950,-4,-6,8,18,86,24,-12,-34,-2
-371,-55,1949,-4,-8,10,34,50,28,-18,-33,5
-368,-50,1957,-8,-1,2,31,69,27,-21,-15,-10
-373,-41,1953,-4,-4,6,23,23,28,-17,-13,-5
-373,-37,1953,-4,-10,6,20,59,28,-12,-25,-5
-372,-47,1953,-4,-10,6,26,44,33,-13,-25,-4
-371,-54,1953,-4,-6,4,35,79,38,-19,-25,-6
-370,-45,1948,-5,-13,11,41,74,36,-17,-33,2
-363,-58,1952,-10,-6,6,83,224,68,-38,-42,-12
-366,-58,1953,-8,-5,5,42,46,18,-21,-17,-8
-367,-56,1955,-7,-10,4,50,149,34,-26,-37,-11
-365,-60,1952,-8,-4,6,88,138,71,-29,-39,-18
-366,-52,1952,-10,-3,6,29,37,25,-18,-17,-4
-371,-48,1953,-6,-4,5,20,32,16,-16,-16,-3
-372,-46,1954,-4,-3,4,24,26,31,-17,-17,-5
-369,-44,1954,-8,-6,4,31,19,32,-19,-15,-5
-373,-44,1955,-4,-4,3,41,42,25,-15,-18,-4
-373,-45,1953,-4,-5,6,25,35,32,-22,-23,-2
-372,-37,1955,-4,-13,3,61,56,29,-26,-30,-3
-371,-45,1955,-4,-4,4,18,17,34,-12,-14,-7
-370,-42,1954,-7,-6,4,21,59,35,-20,-25,-9
-371,-49,1954,-5,-4,4,25,49,30,-18,-23,-6
-371,-45,1955,-6,-7,4,18,28,19,-15,-21,-7
-370,-45,1953,-7,-5,7,22,23,23,-14,-14,2
-372,-45,1955,-4,-5,4,29,25,28,-16,-19,-4
-368,-40,1952,-9,-9,6,72,140,29,-35,-37,-4
-374,-42,1952,-4,-6,6,36,56,37,-17,-23,-4
-375,-42,1954,-2,-5,5,55,46,23,-22,-21,-5
-369,-41,1952,-9,-6,6,38,71,31,-23,-21,-7
-373,-41,1954,-4,-5,5,18,45,27,-12,-17,-10
-372,-47,1954,-4,-10,5,26,86,27,-26,-27,-4
-368,-56,1954,-6,-6,4,34,149,36,-22,-38,-12
-369,-52,1952,-6,-10,5,28,93,33,-20,-32,-4
-372,-43,1952,-4,-12,6,58,94,42,-18,-36,-7
-371,-51,1953,-5,-2,5,33,65,29,-20,-19,-6
-372,-45,1952,-5,-6,6,28,72,18,-17,-27,-1
-369,-48,1953,-8,-4,6,27,34,18,-17,-17,1
-371,-47,1954,-5,-5,5,23,29,21,-16,-18,-3
-369,-45,1954,-6,-7,4,57,100,26,-23,-38,-8
-372,-43,1954,-4,-7,5,24,27,22,-14,-18,-5
-372,-45,1954,-5,-5,4,33,20,20,-17,-18,-7
-371,-44,1953,-4,-11,5,31,42,26,-17,-25,-3
-368,-51,1953,-7,-5,5,24,29,26,-15,-16,-4
-371,-54,1954,-4,-3,4,13,40,23,-13,-26,-6
-371,-56,1954,-3,-12,4,31,59,21,-19,-33,-8
-366,-57,1947,-7,-9,11,24,36,47,-16,-22,-3
-369,-59,1954,-5,-4,5,19,32,26,-14,-18,-5
-369,-58,1956,-5,-6,2,29,42,32,-16,-18,-17
-366,-61,1953,-7,-7,6,26,45,63,-22,-21,-12
-368,-57,1954,-6,-7,3,30,57,41,-19,-27,-20
-371,-52,1952,-3,-10,6,16,90,35,-11,-29,-5
-370,-61,1953,-4,-6,6,30,74,26,-19,-26,-3
-370,-59,1954,-4,-6,4,29,56,38,-17,-27,-13
-369,-50,1951,-6,-6,7,66,122,42,-27,-31,-10
-373,-40,1954,-2,-14,5,39,58,19,-16,-36,-2
-367,-56,1952,-6,-8,7,33,86,44,-22,-28,-14
-365,-64,1943,-6,-6,16,32,57,35,-19,-22,3
-366,-66,1955,-6,-7,4,29,85,34,-18,-37,-10
-364,-79,1953,-8,1,4,34,114,28,-18,-18,-7
-367,-70,1951,-5,-9,7,33,127,50,-16,-38,-9
-368,-74,1953,-4,-2,4,21,60,48,-16,-18,-11
-368,-63,1953,-4,-8,5,34,63,22,-15,-28,-5
-368,-67,1954,-4,-10,4,34,42,32,-17,-22,-8
-368,-66,1954,-5,0,4,25,54,39,-17,-15,-7
-368,-56,1954,-5,-4,4,24,28,36,-19,-15,-5
-366,-58,1953,-7,-6,5,42,45,52,-23,-22,-6
-371,-58,1951,-4,-5,6,33,34,30,-17,-17,-7
-373,-59,1955,-4,-3,3,17,21,23,-13,-13,-9
-372,-55,1952,-4,-6,5,28,22,27,-18,-18,-2
-369,-57,1950,-6,-4,8,27,55,28,-18,-22,-1
-370,-59,1951,-5,-6,8,33,103,27,-21,-30,-2
-371,-57,1952,-4,-7,5,25,97,28,-16,-31,-2
-367,-61,1954,-8,0,5,70,162,24,-25,-28,-5
-368,-56,1955,-6,-5,4,26,53,24,-15,-24,-11
-368,-60,1954,-6,-3,4,30,25,30,-16,-19,-4
-371,-56,1953,-4,-6,5,29,75,39,-18,-28,-6
-371,-56,1955,-3,-9,2,28,56,29,-16,-32,-9
-366,-65,1951,-8,-9,8,39,119,53,-23,-33,-19
-368,-68,1954,-5,-7,4,36,166,32,-21,-46,-10
-366,-66,1952,-9,2,6,27,92,20,-18,-14,-5
-371,-56,1952,-4,-4,6,15,16,20,-12,-12,-2
-370,-54,1954,-4,-9,5,28,39,21,-18,-22,-3
-371,-57,1954,-4,-7,4,19,31,29,-13,-20,-6
-369,-56,1953,-5,-8,5,29,28,22,-15,-21,-2
-371,-56,1953,-3,-13,5,48,110,45,-20,-43,-7
-372,-54,1951,-3,-14,7,25,71,35,-14,-29,-6
-362,-69,1951,-12,-1,7,60,119,42,-25,-27,-7
-370,-45,1956,-2,-30,1,71,127,62,-22,-54,-24
-368,-69,1953,-5,-7,5,31,98,28,-18,-30,-4
-368,-70,1951,-5,-5,7,44,107,35,-23,-36,-2
-366,-73,1954,-6,-4,3,30,62,32,-17,-27,-3
-365,-61,1950,-8,-15,7,58,131,62,-27,-39,-17
-370,-59,1955,-3,-16,3,27,75,32,-11,-38,-13
-351,-106,1943,15,-94,0,3628,29018,8932,-67,-526,-277
