E(X) LP,E(Y) LP,E(Z) LP,E(X) HP,E(Y) HP,E(Z) HP,Var HP X,Var HP Y,Var HP Z,MinMax X,MinMax Y,MinMax Z
267.43,2043.30,161.59,-14.16,14.37,-103.37,181585.50,265607.51,157575.14,2037.30,2592.94,1449.17
267.12,2043.74,159.81,-21.07,14.37,-111.97,180856.80,265607.65,166741.55,2037.30,2592.94,1692.48
266.58,2044.35,157.98,-35.31,24.84,-114.92,174836.91,270096.20,169767.97,2037.30,2592.94,1692.48
265.71,2045.18,156.16,-55.57,38.61,-114.24,160388.49,284674.26,169171.95,1688.14,2592.94,1692.48
264.54,2046.10,154.30,-74.79,44.88,-117.36,162626.66,296335.04,171496.15,1688.14,2592.94,1692.48
263.01,2046.89,152.33,-96.80,36.34,-123.53,182367.75,280649.74,177734.04,1848.79,2592.94,1692.48
261.43,2047.32,150.22,-100.23,13.59,-132.54,185238.64,252309.51,189693.00,1848.79,2592.94,1856.39
259.97,2047.39,148.07,-92.54,-8.73,-134.53,182062.98,230716.20,192066.62,1848.79,2592.94,1856.39
258.75,2047.48,146.00,-78.01,-7.17,-130.31,179971.63,232516.57,189155.17,1848.79,2592.94,1856.39
257.92,2047.76,144.02,-53.40,4.66,-123.67,176239.18,240720.99,186742.07,1884.56,2592.94,1856.39
257.52,2048.12,142.14,-26.05,9.19,-118.04,167320.51,241375.85,185441.54,1910.75,2592.94,1856.39
257.52,2048.63,140.35,-1.79,19.01,-112.71,161268.78,242372.50,184685.35,1910.75,2592.94,1856.39
257.60,2049.07,138.64,3.32,14.30,-107.10,160937.87,245856.02,186599.51,1910.75,2592.94,1856.39
257.56,2049.25,137.09,-4.46,-1.84,-97.78,158710.00,253061.70,190622.01,1910.75,2592.94,1856.39
257.36,2049.10,135.66,-13.69,-22.52,-90.02,155135.98,246681.62,193412.94,1910.75,2592.94,1856.39
257.12,2048.89,134.46,-16.97,-25.77,-75.46,153832.31,247733.66,195676.84,1910.75,2592.94,1856.39
256.84,2048.68,133.37,-18.76,-25.98,-68.82,153398.74,247830.94,200842.15,1910.75,2592.94,1856.39
256.45,2048.48,132.38,-25.80,-25.83,-62.64,153474.57,247748.23,206026.49,1910.75,2592.94,1856.39
256.00,2048.31,131.45,-29.84,-23.17,-58.61,154629.10,245319.22,209656.45,1910.75,2592.94,1856.39
255.57,2048.19,130.58,-28.29,-20.26,-55.03,153910.79,242617.24,212587.41,1910.75,2592.94,1856.39
255.11,2048.07,129.75,-30.14,-20.77,-52.28,154475.34,242996.27,214906.93,1910.75,2592.94,1856.39
254.64,2047.99,128.93,-30.77,-17.71,-52.33,154755.55,240152.84,214858.22,1910.75,2592.94,1856.39
254.23,2048.00,128.14,-27.53,-12.53,-49.55,152659.24,235369.18,217340.99,1910.75,2592.94,1856.39
253.92,2048.11,127.45,-20.81,-6.31,-44.34,147620.85,230104.00,220999.15,1910.75,2592.94,1856.39
253.72,2048.33,126.82,-14.37,1.00,-39.50,144033.72,223407.35,224580.37,1910.75,2592.94,1856.39
253.59,2048.63,126.30,-9.66,5.87,-33.53,142801.88,219869.67,229746.56,1910.75,2592.94,1856.39
253.50,2048.93,125.88,-6.68,5.75,-27.10,142495.60,219917.82,236360.94,1910.75,2592.94,1856.39
253.44,2049.18,125.57,-5.47,2.14,-19.96,142702.09,220938.94,243978.03,1910.75,2592.94,1856.39
253.31,2049.31,125.35,-9.84,-4.33,-14.74,139967.89,221496.26,250119.90,1910.75,2592.94,1856.39
253.01,2049.40,125.16,-20.15,-7.93,-12.36,133877.61,221115.14,253101.59,1910.75,2592.94,1856.39
252.47,2049.73,124.98,-35.12,7.74,-11.73,130700.78,240089.28,253980.80,1910.75,2592.94,1856.39
251.76,2050.35,124.67,-46.01,25.64,-20.20,128465.47,263506.54,245148.12,1910.75,2592.94,1852.96
250.88,2051.00,124.30,-56.32,27.76,-23.93,126467.32,264269.12,240115.44,1910.75,2592.94,1818.44
249.77,2051.39,123.86,-70.88,11.39,-28.19,133493.24,275926.57,235249.04,1910.75,2592.94,1818.44
248.54,2051.21,123.38,-78.10,-24.67,-31.02,139540.30,256286.48,231875.30,1910.75,2592.94,1818.44
247.38,2050.56,122.90,-74.07,-53.25,-30.28,137829.37,214890.04,231973.77,1910.75,2236.79,1818.44
246.40,2050.03,122.21,-62.57,-46.17,-44.16,130588.67,221694.12,231461.22,1910.75,2236.79,1818.44
245.50,2049.89,121.35,-57.47,-21.48,-54.05,126077.52,225386.19,230611.72,1910.75,2131.95,1818.44
244.64,2050.05,120.59,-55.45,-2.94,-48.37,124977.76,211011.84,230727.37,1910.75,2131.95,1818.44
243.79,2050.30,119.93,-54.07,2.42,-41.39,125181.05,208459.96,227547.05,1910.75,2131.95,1818.44
242.97,2050.33,119.29,-53.08,-11.14,-40.74,125670.97,205857.11,226990.48,1910.75,2131.95,1818.44
242.28,2050.19,118.57,-44.05,-21.44,-45.65,125749.35,205553.85,229835.54,1910.75,2131.95,1818.44
241.81,2050.00,117.78,-31.03,-25.01,-49.74,122068.94,204292.90,229463.85,1910.75,2131.95,1818.44
241.47,2049.83,116.94,-22.87,-23.21,-53.39,120945.11,204738.95,228765.05,1910.75,2131.95,1818.44
241.19,2049.72,116.13,-18.68,-20.09,-51.01,121736.01,204945.82,228612.72,1910.75,2131.95,1818.44
240.98,2049.65,115.43,-14.82,-17.28,-44.28,123104.89,204820.07,225628.70,1910.75,2131.95,1818.44
240.82,2049.58,114.83,-11.55,-17.58,-38.21,124406.63,204919.92,221823.63,1910.75,2131.95,1818.44
240.70,2049.44,114.29,-8.86,-21.59,-34.60,124678.21,205992.06,220228.68,1910.75,2131.95,1818.44
240.68,2049.22,113.77,-2.62,-26.41,-32.84,124364.86,205971.47,219581.26,1910.75,2131.95,1818.44
240.75,2049.02,113.28,2.50,-25.71,-31.68,126111.14,205804.25,219115.17,1910.75,2131.95,1818.44
240.88,2048.80,112.82,6.59,-26.26,-28.90,127984.15,205968.46,217593.23,1910.75,2131.95,1818.44
241.01,2048.55,112.41,6.85,-29.08,-26.18,128199.64,206294.51,215946.07,1910.75,2131.95,1818.44
241.18,2048.25,112.04,9.19,-31.27,-23.84,130308.07,206648.25,214380.98,1910.75,2131.95,1818.44
241.38,2047.95,111.70,10.58,-31.84,-22.12,131628.61,206684.91,213362.33,1910.75,2131.95,1818.44
241.58,2047.68,111.37,10.85,-29.70,-21.49,131808.65,206353.48,213187.74,1910.75,2131.95,1818.44
241.79,2047.37,111.06,11.91,-32.11,-19.64,132205.82,206803.84,212698.18,1910.75,2131.95,1818.44
241.99,2047.05,110.82,10.48,-33.33,-15.63,131708.96,207204.23,211003.79,1910.75,2131.95,1818.44
242.17,2046.74,110.66,10.08,-32.02,-10.51,131597.09,207043.97,209526.69,1910.75,2131.95,1818.44
242.42,2046.43,110.50,14.17,-32.37,-10.89,133103.23,207005.66,209674.40,1910.75,2131.95,1818.44
242.76,2046.09,110.24,19.43,-33.89,-17.25,135080.59,206905.68,213349.70,1910.75,2131.95,1818.44
243.05,2045.79,109.93,16.30,-31.61,-19.94,134891.55,207435.06,214367.59,1910.75,2131.95,1818.44
243.17,2045.68,109.69,6.07,-19.79,-15.41,134867.98,213784.28,212955.33,1910.75,2131.95,1818.44
243.17,2045.79,109.49,-1.42,-6.32,-12.95,130831.12,216279.57,210463.79,1910.75,2131.95,1818.44
243.19,2046.12,109.27,-0.58,7.45,-14.68,131419.05,217398.08,212427.45,1910.75,2131.95,1818.44
243.31,2046.77,109.05,6.47,27.75,-14.24,135582.65,230608.32,211865.35,1910.75,2131.95,1818.44
243.66,2047.65,108.87,19.81,41.91,-12.07,141667.18,240378.46,208252.89,1910.75,2131.95,1818.44
244.25,2048.55,108.65,35.39,42.77,-14.18,147847.55,241326.31,211525.14,1962.99,2131.95,1818.44
244.97,2049.34,108.39,43.54,36.46,-16.71,145959.52,231733.69,214544.97,1962.99,2131.95,1818.44
245.78,2049.93,108.15,48.64,23.54,-16.01,139622.32,212918.80,213776.36,1962.99,2131.95,1818.44
246.73,2050.33,107.96,57.40,12.20,-12.63,121910.87,206007.43,209040.18,1495.27,2131.95,1818.44
247.70,2050.62,107.89,58.85,4.84,-4.80,120057.70,210788.15,196187.30,1495.27,2131.95,1594.11
248.66,2050.77,107.85,58.68,-3.52,-3.27,120098.85,219076.27,193918.99,1495.27,2131.95,1594.11
249.71,2050.64,107.73,63.50,-20.97,-8.20,123954.91,216572.57,198791.28,1495.27,2131.95,1594.11
250.75,2050.32,107.60,63.50,-32.59,-8.96,123957.40,207764.65,198960.65,1495.27,2131.95,1594.11
251.71,2050.09,107.52,57.83,-27.36,-5.52,119078.33,212175.42,199380.28,1495.27,2131.95,1594.11
252.51,2049.85,107.47,48.57,-27.84,-3.87,113736.04,211799.78,199516.53,1495.27,2131.95,1594.11
253.23,2049.72,107.33,42.88,-21.67,-9.05,114824.24,208320.03,198677.84,1495.27,2131.95,1594.11
253.93,2049.64,107.04,42.50,-17.41,-19.01,114946.84,203398.74,196546.16,1495.27,2131.95,1594.11
254.64,2049.55,106.67,42.44,-18.59,-23.82,114967.49,204666.19,194604.84,1495.27,2131.95,1594.11
255.28,2049.39,106.25,38.34,-23.17,-26.90,115732.59,208481.20,192217.53,1495.27,2131.95,1594.11
255.88,2049.18,105.79,35.73,-26.15,-28.84,116122.25,210455.02,190297.77,1495.27,2131.95,1594.11
256.52,2048.94,105.31,38.40,-27.58,-30.53,115030.87,211396.25,188513.87,1495.27,2131.95,1594.11
257.23,2048.69,104.79,42.41,-28.88,-33.23,113329.94,212450.83,186013.20,1495.27,2131.95,1594.11
257.98,2048.41,104.23,45.25,-30.32,-35.36,112400.75,213627.75,184164.91,1495.27,2131.95,1594.11
258.79,2048.08,103.60,48.29,-33.72,-40.49,111243.54,216903.99,180779.50,1495.27,2131.95,1594.11
259.64,2047.71,102.87,51.55,-36.03,-46.08,109810.24,218873.96,177228.01,1495.27,2131.95,1594.11
260.55,2047.35,102.04,55.32,-35.42,-52.27,108443.46,218561.61,173077.14,1495.27,2131.95,1594.11
261.47,2047.12,101.14,55.68,-27.09,-56.32,108278.58,219637.34,169877.81,1495.27,2131.95,1594.11
262.34,2047.08,100.35,52.61,-15.56,-50.15,109770.14,223397.38,178929.98,1495.27,2131.95,1733.36
263.26,2047.13,99.48,55.20,-9.49,-54.70,109959.90,223430.90,174428.98,1495.27,2131.95,1733.36
264.20,2047.17,98.52,57.10,-10.85,-60.41,110115.15,224096.08,167983.63,1495.27,2131.95,1733.36
265.17,2047.13,97.46,58.55,-15.47,-66.74,110426.52,227673.40,160393.84,1495.27,2131.95,1733.36
266.17,2047.41,96.25,60.86,4.68,-76.23,111256.39,243764.78,150799.88,1495.27,2131.95,1733.36
267.20,2048.15,94.81,62.67,33.09,-90.21,111062.73,290441.20,141673.19,1495.27,2637.79,1733.36
268.29,2048.80,93.20,65.64,27.58,-100.99,108870.87,280521.40,131801.95,1495.27,2637.79,1733.36
269.46,2049.04,91.58,71.49,2.31,-101.30,106905.04,259285.76,131603.10,1495.27,3055.78,1733.36
270.67,2048.89,89.78,73.72,-22.38,-112.78,105633.65,284280.75,125300.32,1495.27,3055.78,1733.36
271.98,2048.68,87.83,79.82,-26.26,-121.62,97677.30,291732.93,121011.36,1448.67,3055.78,1733.36
273.37,2048.64,85.75,84.63,-15.36,-130.34,91393.56,280425.57,115368.16,1402.56,3055.78,1733.36
274.72,2048.82,83.65,82.79,-1.68,-131.40,92503.07,286371.85,115037.34,1402.56,3055.78,1733.36
275.97,2048.90,81.73,76.18,-8.46,-119.83,96554.46,280333.07,115799.42,1402.56,3055.78,1733.36
277.26,2048.77,79.98,78.24,-20.88,-109.62,95111.43,269203.22,118217.29,1402.56,3055.78,1733.36
278.67,2048.56,78.23,86.34,-25.81,-109.59,93704.35,268621.33,118233.62,1402.56,3055.78,1733.36
280.21,2048.33,76.48,93.89,-27.12,-109.93,96938.97,268834.90,118200.16,1402.56,3055.78,1733.36
281.76,2048.19,74.84,94.93,-22.22,-102.17,97277.38,267258.43,116652.45,1402.56,3055.78,1733.36
283.22,2048.09,73.35,89.08,-18.95,-93.17,97681.68,265911.60,114772.39,1402.56,3055.78,1733.36
284.55,2047.93,71.90,81.40,-22.85,-90.87,99113.00,266419.66,114921.07,1402.56,3055.78,1733.36
285.79,2047.66,70.46,75.19,-30.16,-90.09,100499.64,267149.14,114987.77,1402.56,3055.78,1733.36
286.94,2047.29,69.01,69.47,-35.57,-91.24,101045.52,267466.64,114881.81,1402.56,3055.78,1733.36
288.00,2046.86,67.53,64.28,-40.11,-92.34,100513.05,267992.39,114876.19,1402.56,3055.78,1733.36
288.98,2046.42,66.05,59.43,-40.03,-92.91,99802.15,267969.74,114972.64,1402.56,3055.78,1733.36
289.92,2046.04,64.57,56.61,-36.54,-92.58,99923.73,267051.17,114947.39,1402.56,3055.78,1733.36
290.82,2045.70,63.10,54.09,-34.49,-91.70,99759.14,266744.33,114876.33,1402.56,3055.78,1733.36
291.65,2045.39,61.65,50.38,-32.14,-90.61,98546.72,266680.61,114720.79,1402.56,3055.78,1733.36
292.43,2045.16,60.19,46.25,-27.08,-91.80,97027.00,266670.99,115105.57,1402.56,3055.78,1733.36
293.09,2045.04,58.67,39.78,-20.69,-95.03,94628.08,267343.98,116740.68,1402.56,3055.78,1733.36
293.67,2044.97,57.11,34.29,-17.19,-97.34,91114.06,266994.18,117957.94,1402.56,3055.78,1733.36
294.26,2044.89,55.51,34.71,-17.97,-100.18,91535.31,267133.18,119411.05,1402.56,3055.78,1733.36
294.90,2044.87,53.90,37.67,-14.03,-100.42,93968.41,267941.36,119433.54,1402.56,3055.78,1733.36
295.62,2045.07,52.20,43.09,-0.75,-106.20,97923.06,274065.10,121462.89,1402.56,3055.78,1733.36
296.41,2045.61,50.41,47.74,20.87,-112.06,100187.94,293366.83,123566.95,1402.56,3055.78,1733.36
297.36,2046.33,48.41,57.09,31.80,-124.57,107334.82,299285.54,130443.90,1411.88,3055.78,1733.36
298.40,2047.16,46.33,62.54,38.86,-129.94,112149.41,302150.37,133240.64,1411.88,3055.78,1733.36
299.35,2048.13,44.32,57.73,47.62,-125.68,110619.42,305446.44,131174.70,1411.88,3055.78,1733.36
300.23,2049.16,42.34,52.80,50.75,-123.56,113229.27,306745.66,130744.89,1411.88,3055.78,1733.36
301.00,2050.05,40.26,46.05,42.79,-129.64,121072.51,301658.51,131916.16,1481.14,3055.78,1733.36
301.66,2050.82,38.29,39.28,34.85,-123.35,124145.47,298200.65,130487.55,1481.14,3055.78,1733.36
302.16,2051.43,36.35,28.89,24.86,-120.97,123980.66,295562.78,128402.10,1481.14,3055.78,1733.36
302.52,2051.82,34.51,21.02,11.39,-114.70,120091.22,280923.53,124309.22,1481.14,3055.78,1733.36
302.81,2052.08,32.84,15.60,3.34,-104.14,114926.01,271782.49,117340.67,1481.14,3055.78,1733.36
302.96,2052.23,31.37,7.70,-3.85,-92.04,107655.66,266116.54,108380.07,1481.14,3055.78,1671.24
303.10,2052.26,30.05,6.64,-10.95,-82.05,107351.82,260748.27,102631.72,1481.14,3055.78,1671.24
303.31,2052.20,28.87,11.24,-16.75,-73.96,104833.75,258736.34,99285.64,1481.14,3055.78,1671.24
303.64,2052.07,27.85,18.72,-20.95,-63.49,98045.99,260046.34,95030.77,1481.14,3055.78,1671.24
304.06,2051.94,27.03,24.01,-21.11,-51.38,93967.44,260224.78,91796.68,1481.14,3055.78,1671.24
304.45,2051.84,26.39,22.57,-19.46,-40.11,94361.60,257948.04,85212.75,1481.14,3055.78,1671.24
304.71,2051.72,25.94,14.21,-20.14,-27.99,88850.06,258631.27,79491.47,1481.14,3055.78,1671.24
304.81,2051.40,25.56,4.46,-33.16,-24.15,82515.03,269301.64,79524.62,1481.14,3055.78,1671.24
304.82,2050.73,25.18,-1.50,-54.71,-23.60,81120.31,273034.06,79749.63,1481.14,3055.78,1671.24
304.76,2049.76,24.82,-5.22,-73.17,-22.54,81640.19,279619.78,80060.78,1481.14,3055.78,1671.24
304.71,2048.61,24.54,-5.44,-84.70,-17.85,81745.30,288835.96,80802.88,1481.14,3055.78,1671.24
304.65,2047.34,24.37,-5.76,-92.04,-10.73,81830.10,297754.69,81040.30,1481.14,3055.78,1671.24
304.58,2046.03,24.25,-5.91,-94.55,-7.52,81865.44,300665.37,81926.36,1481.14,3055.78,1671.24
304.52,2044.79,24.09,-6.02,-90.07,-10.14,81904.00,297551.39,80936.95,1481.14,3055.78,1671.24
304.39,2043.81,24.02,-9.67,-74.20,-4.81,83588.55,301951.31,87147.35,1481.14,3055.78,1671.24
304.34,2043.24,24.10,-5.00,-48.44,5.15,84290.15,326949.56,102324.72,1481.14,3055.78,1874.17
304.34,2043.22,24.11,-2.17,-13.96,0.67,84579.02,372255.46,100538.30,1481.14,3055.78,1874.17
304.37,2043.64,24.40,0.17,13.34,17.39,84799.78,393522.10,129202.59,1481.14,3055.78,2194.73
304.57,2044.16,25.07,10.46,19.18,41.53,90513.51,388242.31,171278.09,1481.14,3055.78,2466.86
305.00,2044.66,25.96,24.53,18.23,55.53,100841.13,389354.71,185109.15,1582.11,3055.78,2466.86
305.57,2045.49,26.91,33.97,38.51,59.14,105859.91,403501.96,186167.05,1582.11,3055.78,2466.86
305.99,2046.60,27.68,24.03,56.72,47.53,115981.60,433916.32,191111.35,1632.84,3055.78,2466.86
306.11,2047.68,28.11,5.28,54.32,26.55,149759.69,432095.63,183999.34,2321.02,3055.78,2466.86
306.20,2048.75,28.67,3.89,53.24,35.12,149414.07,431888.22,193251.71,2321.02,3055.78,2466.86
306.25,2049.59,29.11,1.00,39.58,27.09,149050.71,453229.16,192678.02,2321.02,3568.42,2466.86
306.13,2050.12,29.29,-8.95,19.73,11.15,151101.37,501405.55,198928.29,2321.02,3568.42,2466.86
305.79,2050.08,29.29,-23.58,-14.97,-0.46,155164.46,506548.46,204645.51,2321.02,3568.42,2466.86
305.36,2049.83,29.32,-28.42,-28.98,1.96,155771.09,469477.12,204027.76,2321.02,3548.18,2466.86
304.99,2049.71,29.49,-24.85,-20.12,10.11,155274.60,488312.17,208460.62,2321.02,3548.18,2466.86
304.55,2049.68,29.72,-29.26,-15.16,14.31,155501.73,486360.93,211296.75,2321.02,3548.18,2466.86
304.15,2049.83,30.02,-26.95,-3.69,18.39,155318.60,465023.40,210597.32,2321.02,3548.18,2466.86
303.90,2050.05,30.29,-17.84,1.03,16.86,154106.55,456007.08,211279.23,2321.02,3548.18,2466.86
303.85,2050.22,30.52,-5.07,-2.72,14.04,154212.74,458326.11,212339.39,2321.02,3548.18,2466.86
303.90,2050.19,30.73,1.64,-14.33,12.79,153406.15,451743.64,212493.83,2321.02,3548.18,2466.86
304.01,2050.13,30.89,4.51,-16.63,9.86,151401.06,450981.62,211483.35,2321.02,3548.18,2466.86
304.11,2050.07,30.97,4.58,-17.27,4.50,151372.75,450940.25,209858.16,2321.02,3548.18,2466.86
304.15,2050.01,30.99,0.55,-16.31,1.54,150379.94,450796.70,209590.81,2321.02,3548.18,2466.86
304.10,2049.95,31.02,-5.02,-17.07,1.14,146257.28,451037.28,209658.13,2321.02,3548.18,2466.86
304.03,2049.83,30.97,-6.57,-20.22,-2.76,145493.26,451736.15,210292.82,2321.02,3548.18,2466.86
304.00,2049.69,30.85,-3.93,-21.61,-7.79,145282.20,452141.98,210995.44,2321.02,3548.18,2466.86
304.00,2049.56,30.70,-1.53,-21.42,-9.59,144446.24,452069.48,211122.20,2321.02,3548.18,2466.86
304.07,2049.45,30.52,2.09,-19.81,-11.46,143603.24,451303.26,211390.96,2321.02,3548.18,2466.86
304.22,2049.38,30.30,7.46,-17.41,-13.82,143693.66,450630.67,212072.30,2321.02,3548.18,2466.86
304.42,2049.38,30.04,10.81,-12.69,-16.37,144033.34,449923.73,213048.11,2321.02,3548.18,2466.86
304.70,2049.43,29.77,15.63,-9.84,-17.16,145191.28,449435.83,213371.88,2321.02,3548.18,2466.86
305.15,2049.49,29.46,25.87,-8.95,-19.41,150380.81,449399.38,214161.99,2321.02,3548.18,2466.86
305.85,2049.63,29.06,41.82,-4.61,-25.26,165821.70,450272.02,217302.81,2514.53,3548.18,2466.86
306.69,2049.98,28.60,50.60,8.99,-28.65,171643.21,462826.56,218719.58,2514.53,3548.18,2466.86
307.68,2050.52,28.04,59.60,20.88,-35.23,177631.49,474646.19,224898.07,2514.53,3548.18,2466.86
308.77,2051.26,27.37,66.01,32.70,-41.75,179732.88,488456.35,232983.25,2514.53,3548.18,2540.56
309.75,2052.22,26.62,58.80,46.74,-47.21,181339.29,501176.50,239138.24,2514.53,3548.18,2540.56
310.41,2053.37,25.79,39.42,58.94,-51.39,185667.07,506204.04,243567.87,2514.53,3548.18,2540.56
310.58,2054.54,24.81,8.53,59.62,-61.36,214723.87,506441.43,251902.57,2514.53,3548.18,2540.56
310.30,2055.58,23.86,-19.29,52.17,-59.21,231749.84,501170.17,250462.58,2514.53,3548.18,2540.56
309.76,2056.43,22.91,-35.96,39.86,-59.43,234027.27,483733.14,250649.33,2514.53,3548.18,2540.56
309.08,2057.20,22.05,-44.14,34.83,-53.55,225648.33,479219.21,244200.50,2514.53,3548.18,2540.56
308.34,2057.87,21.25,-48.12,28.82,-50.17,220916.82,476334.01,241499.48,2514.53,3548.18,2540.56
307.61,2058.49,20.46,-47.50,25.77,-49.43,221081.66,473977.51,241261.11,2514.53,3548.18,2540.56
306.97,2059.04,19.70,-41.50,21.08,-47.79,219511.42,472258.62,241073.87,2514.53,3548.18,2540.56
306.54,2059.54,19.06,-29.16,17.68,-39.58,211685.34,472370.11,239250.60,2514.53,3548.18,2540.56
306.20,2059.95,18.49,-22.72,13.03,-35.89,209509.97,473875.17,240110.86,2514.53,3548.18,2540.56
305.95,2060.24,18.08,-17.76,4.70,-25.26,208405.16,481100.98,237683.99,2514.53,3548.18,2540.56
305.65,2060.25,17.79,-20.43,-12.04,-18.45,208651.31,494532.95,237637.93,2514.53,3548.18,2540.56
305.27,2059.96,17.58,-25.65,-31.69,-13.40,206802.02,505886.80,238401.58,2514.53,3548.18,2540.56
304.82,2059.37,17.47,-30.16,-49.26,-6.81,205880.73,518489.22,240245.24,2514.53,3548.18,2540.56
304.28,2058.51,17.47,-35.48,-66.99,0.18,206101.44,531441.02,242649.46,2514.53,3548.18,2540.56
303.70,2057.41,17.58,-37.98,-81.49,6.64,206904.67,543487.28,244937.14,2514.53,3548.18,2540.56
303.10,2056.11,17.77,-39.35,-94.20,11.73,207463.84,559457.92,247144.96,2514.53,3548.18,2540.56
302.49,2054.65,18.03,-39.90,-103.97,15.99,207653.01,574628.69,249863.67,2514.53,3548.18,2540.56
301.89,2053.08,18.43,-39.37,-110.66,24.97,207544.94,584833.49,255071.39,2514.53,3548.18,2540.56
301.26,2051.51,18.98,-40.87,-110.62,33.79,207325.54,584802.47,261601.43,2514.53,3548.18,2540.56
300.67,2050.31,19.71,-38.73,-87.53,45.72,207880.85,584101.13,272182.90,2514.53,3548.18,2540.56
300.21,2049.69,20.40,-30.46,-51.66,42.85,211636.47,612608.91,271823.12,2514.53,3548.18,2540.56
299.72,2049.72,21.04,-32.36,-11.02,39.78,212479.31,653159.86,271712.65,2514.53,3587.02,2540.56
299.34,2050.40,22.09,-26.04,29.36,65.30,212293.91,688336.62,321351.59,2514.53,3587.02,2708.92
299.16,2051.31,23.55,-13.08,43.67,90.34,219641.00,673757.68,369142.27,2514.53,3587.02,2708.92
299.09,2052.13,25.38,-6.15,37.84,113.73,221115.30,685213.72,410218.26,2514.53,3587.02,2708.92
299.13,2053.20,27.32,0.44,54.03,120.72,221415.67,690874.33,413041.93,2514.53,3587.02,2708.92
298.96,2054.39,28.88,-12.44,61.11,97.34,241022.26,701251.86,418233.95,2514.53,3587.02,2708.92
298.26,2055.35,30.01,-45.31,46.68,70.05,293970.86,680112.79,411470.47,2914.40,3587.02,2708.92
297.43,2056.07,31.24,-53.39,31.93,76.22,295120.65,644180.44,413725.15,2914.40,3587.02,2708.92
296.79,2056.53,32.15,-41.96,15.36,57.03,307329.77,620690.87,386070.66,2914.40,3587.02,2708.92
296.00,2056.68,32.56,-50.94,-3.45,25.00,300661.56,652906.68,347158.18,2914.40,3587.02,2708.92
294.91,2056.55,32.59,-69.69,-21.01,1.78,289598.60,693110.46,336287.42,2914.40,3587.02,2708.92
293.57,2056.00,32.51,-85.35,-47.33,-5.38,284162.49,681634.33,334971.19,2914.40,3587.02,2708.92
292.54,2055.53,32.57,-66.13,-42.68,3.79,280037.96,697058.86,330626.90,2914.40,3587.02,2708.92
291.84,2055.11,32.91,-45.56,-38.92,21.04,248270.07,700951.15,333215.07,2914.40,3587.02,2708.92
291.13,2054.60,33.18,-46.22,-44.91,16.61,248125.53,701361.32,327157.24,2914.40,3587.02,2708.92
290.49,2054.24,33.48,-41.55,-35.46,18.09,249676.18,685681.75,326684.94,2914.40,3486.98,2708.92
289.99,2054.14,33.86,-33.13,-19.45,23.69,247679.55,644722.34,320761.30,2914.40,3486.98,2708.92
289.64,2054.25,34.37,-23.53,-6.04,31.26,242151.57,624870.44,314741.12,2914.40,3486.98,2708.92
289.35,2054.12,34.87,-19.54,-20.69,31.22,241398.53,613223.48,314747.01,2914.40,3486.98,2708.92
289.06,2053.61,35.24,-20.48,-45.14,22.98,241383.18,585254.13,310660.04,2914.40,3486.98,2708.92
288.79,2053.03,35.48,-18.51,-48.80,14.83,240944.71,586176.15,307329.53,2914.40,3486.98,2708.92
288.52,2052.50,35.66,-18.32,-45.88,10.42,240956.08,583659.60,308145.14,2914.40,3486.98,2708.92
288.22,2052.10,35.82,-20.44,-38.35,9.87,240301.18,575766.40,308457.66,2914.40,3486.98,2708.92
287.86,2051.75,36.06,-24.73,-34.43,14.75,237842.35,573660.05,307298.17,2914.40,3486.98,2708.92
287.49,2051.36,36.27,-24.89,-37.33,12.76,237786.85,574556.12,307957.63,2914.40,3486.98,2708.92
287.25,2050.89,36.45,-16.47,-42.13,10.94,238378.31,574913.95,307884.19,2914.40,3486.98,2708.92
287.14,2050.43,36.57,-8.44,-41.67,7.42,239445.90,574961.86,308834.51,2914.40,3486.98,2708.92
287.10,2050.05,36.59,-4.69,-36.63,1.01,240373.41,576366.35,312118.44,2914.40,3486.98,2708.92
287.08,2049.82,36.56,-3.17,-27.74,-1.84,241109.05,578463.37,313184.04,2914.40,3486.98,2708.92
287.15,2049.70,36.55,2.76,-20.49,-1.20,245623.29,578834.35,312947.13,2914.40,3486.98,2708.92
287.39,2049.70,36.58,12.91,-12.96,2.10,252861.79,579535.15,312082.18,2914.40,3486.98,2708.92
287.77,2049.81,36.63,22.21,-6.04,2.80,256210.39,579988.03,311967.82,2914.40,3486.98,2708.92
288.27,2050.09,36.63,29.09,4.69,-0.63,258884.12,582928.67,313704.94,2914.40,3486.98,2708.92
288.82,2050.59,36.63,32.77,18.07,0.13,260883.13,591882.64,313388.93,2914.40,3486.98,2708.92
289.40,2051.19,36.62,34.08,24.59,-1.27,261345.15,595120.16,314322.82,2914.40,3486.98,2708.92
289.93,2051.81,36.43,31.12,25.72,-11.67,260395.92,595132.97,326237.20,2914.40,3486.98,2753.98
290.15,2052.51,36.11,11.82,30.64,-20.50,261829.86,596393.03,335636.74,2914.40,3486.98,2753.98
289.82,2053.37,35.83,-22.10,40.42,-17.32,265368.55,606374.04,333363.67,2738.35,3486.98,2753.98
289.11,2054.10,35.59,-46.14,32.26,-15.28,269043.14,596555.02,332291.57,2738.35,3486.98,2753.98
288.16,2054.76,35.52,-60.96,28.25,-4.74,261480.05,590674.43,324602.00,2738.35,3486.98,2753.98
287.26,2055.34,35.60,-57.87,23.00,4.99,265123.30,582319.68,313784.53,2738.35,3486.98,2753.98
