E(X) LP,E(Y) LP,E(Z) LP,E(X) HP,E(Y) HP,E(Z) HP,Var HP X,Var HP Y,Var HP Z,MinMax X,MinMax Y,MinMax Z
501.00,1941.11,493.72,49.33,36.14,-206.14,229501.75,1202242.77,287326.29,2417.19,6910.91,2755.09
501.56,1942.12,490.33,31.35,50.77,-214.70,208569.84,1186269.28,290243.86,2417.19,6910.91,2755.09
501.88,1943.32,486.99,17.24,62.51,-211.10,200895.89,1179551.80,290523.16,2417.19,6910.91,2755.09
501.87,1944.56,483.91,-3.75,64.92,-194.94,199766.13,1182641.43,288585.41,2417.19,6910.91,2755.09
501.63,1945.79,480.75,-18.70,64.12,-199.90,217147.25,1180927.31,286395.58,2638.39,6910.91,2755.09
501.20,1947.13,477.49,-29.76,71.20,-206.19,233358.65,1187327.98,283068.95,2678.60,6910.91,2755.09
500.51,1948.62,474.20,-45.87,80.83,-207.53,243725.93,1184288.98,282582.38,2678.60,6910.91,2755.09
499.55,1950.12,470.86,-63.42,81.03,-211.43,240585.31,1184139.93,281297.19,2678.60,6910.91,2755.09
498.35,1951.60,467.45,-77.49,79.37,-215.28,229384.04,1185803.37,280254.67,2678.60,6910.91,2755.09
497.01,1953.10,464.11,-86.67,81.28,-211.00,221006.38,1183706.66,280101.78,2678.60,6910.91,2755.09
495.45,1954.61,460.85,-100.19,81.78,-205.73,209100.95,1183433.62,278650.80,2678.60,6910.91,2755.09
493.72,1956.17,457.78,-110.91,84.54,-194.45,204266.43,1182226.89,275282.29,2678.60,6910.91,2755.09
491.87,1957.74,454.86,-118.87,85.71,-184.47,203138.13,1181538.91,270775.63,2678.60,6910.91,2755.09
489.91,1959.32,452.07,-124.63,85.76,-176.93,204663.04,1181491.76,268641.06,2678.60,6910.91,2755.09
487.90,1960.91,449.33,-128.51,86.99,-173.52,205776.45,1180405.06,269019.29,2678.60,6910.91,2755.09
485.88,1962.62,446.66,-128.73,93.85,-169.42,205816.90,1174627.78,269844.85,2678.60,6910.91,2755.09
483.94,1964.46,444.01,-124.24,102.51,-167.59,204674.70,1166589.56,270003.47,2678.60,6910.91,2755.09
482.03,1966.35,441.39,-121.92,105.33,-166.31,203644.62,1165025.39,270085.08,2678.60,6910.91,2755.09
480.10,1968.25,438.84,-123.43,105.55,-161.46,204015.00,1164982.43,271361.67,2678.60,6910.91,2755.09
478.00,1969.97,436.24,-133.60,95.10,-164.52,200966.19,1158691.59,269928.58,2678.60,6910.91,2755.09
476.01,1971.57,433.20,-127.15,86.64,-192.51,197322.28,1149027.44,237287.90,2678.60,6910.91,2602.93
